,class1,class2,gender,noun,nounclass,predicate1,predicate2,response,slide_number,language,enjoyment,asses,age,education,comments,prolific,Browser,OS,screenH,screenW,time_in_minutes,participant_id
24,color,age,Male,couch,furniture,red,new,0.11,27,ελληνικά,2,No,25,2,"Θα ήταν προτιμότερο οι προτάσεις να έχουν κάποιο νόημα.Έτσι όπως είναι δομημένο τωρα μοιάζει σαν μετάφραση απο διαγώνισμα γαλλικής γλώσσας. Παρά τα μειονεκτήματα του,όμως, πιστεύω πως επιτυγχάνει το στόχο του.",5dac3e8dbf590700167f6f7c,Firefox,Windows,1080,1920,7.4709666666666665,23
25,shape,age,Male,carrot,food,round,old,0.07,28,ελληνικά,2,No,25,2,"Θα ήταν προτιμότερο οι προτάσεις να έχουν κάποιο νόημα.Έτσι όπως είναι δομημένο τωρα μοιάζει σαν μετάφραση απο διαγώνισμα γαλλικής γλώσσας. Παρά τα μειονεκτήματα του,όμως, πιστεύω πως επιτυγχάνει το στόχο του.",5dac3e8dbf590700167f6f7c,Firefox,Windows,1080,1920,7.4709666666666665,23
0,quality,age,Male,desk,furniture,good,fresh,0.2,3,Ελληνικά,2,Yes,22,0,,5cad0e3af11ec700178893bd,Chrome,Windows,1080,1920,3.7688333333333333,24
1,material,color,Male,cheese,food,plastic,green,0.79,4,Ελληνικά,2,Yes,22,0,,5cad0e3af11ec700178893bd,Chrome,Windows,1080,1920,3.7688333333333333,24
2,size,material,Male,chair,furniture,small,wooden,0.82,5,Ελληνικά,2,Yes,22,0,,5cad0e3af11ec700178893bd,Chrome,Windows,1080,1920,3.7688333333333333,24
3,material,size,Male,chair,furniture,wooden,short,0.11,6,Ελληνικά,2,Yes,22,0,,5cad0e3af11ec700178893bd,Chrome,Windows,1080,1920,3.7688333333333333,24
4,age,texture,Male,TV,furniture,new,smooth,0.89,7,Ελληνικά,2,Yes,22,0,,5cad0e3af11ec700178893bd,Chrome,Windows,1080,1920,3.7688333333333333,24
5,color,age,Male,fan,furniture,blue,fresh,0.11,8,Ελληνικά,2,Yes,22,0,,5cad0e3af11ec700178893bd,Chrome,Windows,1080,1920,3.7688333333333333,24
6,age,shape,Male,fan,furniture,fresh,square,0.9,9,Ελληνικά,2,Yes,22,0,,5cad0e3af11ec700178893bd,Chrome,Windows,1080,1920,3.7688333333333333,24
7,age,material,Male,cheese,food,fresh,plastic,0.92,10,Ελληνικά,2,Yes,22,0,,5cad0e3af11ec700178893bd,Chrome,Windows,1080,1920,3.7688333333333333,24
8,texture,size,Male,cheese,food,smooth,big,0.8,11,Ελληνικά,2,Yes,22,0,,5cad0e3af11ec700178893bd,Chrome,Windows,1080,1920,3.7688333333333333,24
9,size,color,Male,desk,furniture,short,purple,0.08,12,Ελληνικά,2,Yes,22,0,,5cad0e3af11ec700178893bd,Chrome,Windows,1080,1920,3.7688333333333333,24
10,material,shape,Male,tomato,food,metal,round,0.07,13,Ελληνικά,2,Yes,22,0,,5cad0e3af11ec700178893bd,Chrome,Windows,1080,1920,3.7688333333333333,24
11,quality,material,Male,desk,furniture,good,metal,0.93,14,Ελληνικά,2,Yes,22,0,,5cad0e3af11ec700178893bd,Chrome,Windows,1080,1920,3.7688333333333333,24
12,color,size,Male,apple,food,yellow,tiny,0.9,15,Ελληνικά,2,Yes,22,0,,5cad0e3af11ec700178893bd,Chrome,Windows,1080,1920,3.7688333333333333,24
13,color,shape,Male,desk,furniture,blue,round,0.88,16,Ελληνικά,2,Yes,22,0,,5cad0e3af11ec700178893bd,Chrome,Windows,1080,1920,3.7688333333333333,24
14,color,shape,Male,fan,furniture,yellow,square,0.85,17,Ελληνικά,2,Yes,22,0,,5cad0e3af11ec700178893bd,Chrome,Windows,1080,1920,3.7688333333333333,24
15,texture,shape,Male,carrot,food,hard,square,0.87,18,Ελληνικά,2,Yes,22,0,,5cad0e3af11ec700178893bd,Chrome,Windows,1080,1920,3.7688333333333333,24
16,size,color,Male,tomato,food,short,blue,0.1,19,Ελληνικά,2,Yes,22,0,,5cad0e3af11ec700178893bd,Chrome,Windows,1080,1920,3.7688333333333333,24
17,material,age,Male,tomato,food,plastic,new,0.09,20,Ελληνικά,2,Yes,22,0,,5cad0e3af11ec700178893bd,Chrome,Windows,1080,1920,3.7688333333333333,24
18,quality,age,Male,chair,furniture,good,old,0.07,21,Ελληνικά,2,Yes,22,0,,5cad0e3af11ec700178893bd,Chrome,Windows,1080,1920,3.7688333333333333,24
19,quality,age,Male,fan,furniture,good,new,0.09,22,Ελληνικά,2,Yes,22,0,,5cad0e3af11ec700178893bd,Chrome,Windows,1080,1920,3.7688333333333333,24
20,quality,material,Male,cheese,food,broken,metal,0.92,23,Ελληνικά,2,Yes,22,0,,5cad0e3af11ec700178893bd,Chrome,Windows,1080,1920,3.7688333333333333,24
21,material,texture,Male,couch,furniture,wooden,smooth,0.04,24,Ελληνικά,2,Yes,22,0,,5cad0e3af11ec700178893bd,Chrome,Windows,1080,1920,3.7688333333333333,24
22,texture,age,Male,carrot,food,soft,rotten,0.07,25,Ελληνικά,2,Yes,22,0,,5cad0e3af11ec700178893bd,Chrome,Windows,1080,1920,3.7688333333333333,24
23,quality,age,Male,desk,furniture,good,fresh,0.05,26,Ελληνικά,2,Yes,22,0,,5cad0e3af11ec700178893bd,Chrome,Windows,1080,1920,3.7688333333333333,24
24,size,texture,Male,desk,furniture,long,hard,0.94,27,Ελληνικά,2,Yes,22,0,,5cad0e3af11ec700178893bd,Chrome,Windows,1080,1920,3.7688333333333333,24
25,texture,shape,Male,apple,food,smooth,round,0.93,28,Ελληνικά,2,Yes,22,0,,5cad0e3af11ec700178893bd,Chrome,Windows,1080,1920,3.7688333333333333,24
0,quality,size,Male,chair,furniture,good,long,0.13,3,Ελληνικα,1,Yes,19,0,"Ηταν περιεργοι ολοι οι συνδιασμοι, πχ μια χαλασμενη καρεκλα ειναι κατι που δεν ακους συχνα. Προσπαθησα να απαντω αφθορμητα σχετικα με τι μου εβγαινε πιο φυσικο και τι μου ακουγοταν πιο ωραια.",5d867b0c1b729e001795c98e,Safari,Mac,1024,768,4.7754,25
1,texture,material,Male,banana,food,soft,wooden,0.08,4,Ελληνικα,1,Yes,19,0,"Ηταν περιεργοι ολοι οι συνδιασμοι, πχ μια χαλασμενη καρεκλα ειναι κατι που δεν ακους συχνα. Προσπαθησα να απαντω αφθορμητα σχετικα με τι μου εβγαινε πιο φυσικο και τι μου ακουγοταν πιο ωραια.",5d867b0c1b729e001795c98e,Safari,Mac,1024,768,4.7754,25
2,texture,material,Male,banana,food,hard,plastic,0.15,5,Ελληνικα,1,Yes,19,0,"Ηταν περιεργοι ολοι οι συνδιασμοι, πχ μια χαλασμενη καρεκλα ειναι κατι που δεν ακους συχνα. Προσπαθησα να απαντω αφθορμητα σχετικα με τι μου εβγαινε πιο φυσικο και τι μου ακουγοταν πιο ωραια.",5d867b0c1b729e001795c98e,Safari,Mac,1024,768,4.7754,25
3,size,color,Male,fan,furniture,big,brown,0.94,6,Ελληνικα,1,Yes,19,0,"Ηταν περιεργοι ολοι οι συνδιασμοι, πχ μια χαλασμενη καρεκλα ειναι κατι που δεν ακους συχνα. Προσπαθησα να απαντω αφθορμητα σχετικα με τι μου εβγαινε πιο φυσικο και τι μου ακουγοταν πιο ωραια.",5d867b0c1b729e001795c98e,Safari,Mac,1024,768,4.7754,25
4,color,material,Male,banana,food,red,metal,0.34,7,Ελληνικα,1,Yes,19,0,"Ηταν περιεργοι ολοι οι συνδιασμοι, πχ μια χαλασμενη καρεκλα ειναι κατι που δεν ακους συχνα. Προσπαθησα να απαντω αφθορμητα σχετικα με τι μου εβγαινε πιο φυσικο και τι μου ακουγοταν πιο ωραια.",5d867b0c1b729e001795c98e,Safari,Mac,1024,768,4.7754,25
5,size,color,Male,carrot,food,short,red,0.08,8,Ελληνικα,1,Yes,19,0,"Ηταν περιεργοι ολοι οι συνδιασμοι, πχ μια χαλασμενη καρεκλα ειναι κατι που δεν ακους συχνα. Προσπαθησα να απαντω αφθορμητα σχετικα με τι μου εβγαινε πιο φυσικο και τι μου ακουγοταν πιο ωραια.",5d867b0c1b729e001795c98e,Safari,Mac,1024,768,4.7754,25
6,color,age,Male,cheese,food,purple,rotten,0.43,9,Ελληνικα,1,Yes,19,0,"Ηταν περιεργοι ολοι οι συνδιασμοι, πχ μια χαλασμενη καρεκλα ειναι κατι που δεν ακους συχνα. Προσπαθησα να απαντω αφθορμητα σχετικα με τι μου εβγαινε πιο φυσικο και τι μου ακουγοταν πιο ωραια.",5d867b0c1b729e001795c98e,Safari,Mac,1024,768,4.7754,25
7,color,quality,Male,couch,furniture,red,broken,0.06,10,Ελληνικα,1,Yes,19,0,"Ηταν περιεργοι ολοι οι συνδιασμοι, πχ μια χαλασμενη καρεκλα ειναι κατι που δεν ακους συχνα. Προσπαθησα να απαντω αφθορμητα σχετικα με τι μου εβγαινε πιο φυσικο και τι μου ακουγοταν πιο ωραια.",5d867b0c1b729e001795c98e,Safari,Mac,1024,768,4.7754,25
8,material,texture,Male,banana,food,wooden,smooth,0.2,11,Ελληνικα,1,Yes,19,0,"Ηταν περιεργοι ολοι οι συνδιασμοι, πχ μια χαλασμενη καρεκλα ειναι κατι που δεν ακους συχνα. Προσπαθησα να απαντω αφθορμητα σχετικα με τι μου εβγαινε πιο φυσικο και τι μου ακουγοταν πιο ωραια.",5d867b0c1b729e001795c98e,Safari,Mac,1024,768,4.7754,25
9,age,material,Male,desk,furniture,old,plastic,0.3,12,Ελληνικα,1,Yes,19,0,"Ηταν περιεργοι ολοι οι συνδιασμοι, πχ μια χαλασμενη καρεκλα ειναι κατι που δεν ακους συχνα. Προσπαθησα να απαντω αφθορμητα σχετικα με τι μου εβγαινε πιο φυσικο και τι μου ακουγοταν πιο ωραια.",5d867b0c1b729e001795c98e,Safari,Mac,1024,768,4.7754,25
10,texture,age,Male,fan,furniture,hard,fresh,0.49,13,Ελληνικα,1,Yes,19,0,"Ηταν περιεργοι ολοι οι συνδιασμοι, πχ μια χαλασμενη καρεκλα ειναι κατι που δεν ακους συχνα. Προσπαθησα να απαντω αφθορμητα σχετικα με τι μου εβγαινε πιο φυσικο και τι μου ακουγοταν πιο ωραια.",5d867b0c1b729e001795c98e,Safari,Mac,1024,768,4.7754,25
11,color,texture,Male,cheese,food,green,smooth,0.48,14,Ελληνικα,1,Yes,19,0,"Ηταν περιεργοι ολοι οι συνδιασμοι, πχ μια χαλασμενη καρεκλα ειναι κατι που δεν ακους συχνα. Προσπαθησα να απαντω αφθορμητα σχετικα με τι μου εβγαινε πιο φυσικο και τι μου ακουγοταν πιο ωραια.",5d867b0c1b729e001795c98e,Safari,Mac,1024,768,4.7754,25
12,texture,age,Male,desk,furniture,smooth,new,0.36,15,Ελληνικα,1,Yes,19,0,"Ηταν περιεργοι ολοι οι συνδιασμοι, πχ μια χαλασμενη καρεκλα ειναι κατι που δεν ακους συχνα. Προσπαθησα να απαντω αφθορμητα σχετικα με τι μου εβγαινε πιο φυσικο και τι μου ακουγοταν πιο ωραια.",5d867b0c1b729e001795c98e,Safari,Mac,1024,768,4.7754,25
13,color,texture,Male,chair,furniture,purple,hard,0.57,16,Ελληνικα,1,Yes,19,0,"Ηταν περιεργοι ολοι οι συνδιασμοι, πχ μια χαλασμενη καρεκλα ειναι κατι που δεν ακους συχνα. Προσπαθησα να απαντω αφθορμητα σχετικα με τι μου εβγαινε πιο φυσικο και τι μου ακουγοταν πιο ωραια.",5d867b0c1b729e001795c98e,Safari,Mac,1024,768,4.7754,25
14,quality,size,Male,couch,furniture,good,small,0.54,17,Ελληνικα,1,Yes,19,0,"Ηταν περιεργοι ολοι οι συνδιασμοι, πχ μια χαλασμενη καρεκλα ειναι κατι που δεν ακους συχνα. Προσπαθησα να απαντω αφθορμητα σχετικα με τι μου εβγαινε πιο φυσικο και τι μου ακουγοταν πιο ωραια.",5d867b0c1b729e001795c98e,Safari,Mac,1024,768,4.7754,25
15,quality,color,Male,apple,food,good,purple,0.71,18,Ελληνικα,1,Yes,19,0,"Ηταν περιεργοι ολοι οι συνδιασμοι, πχ μια χαλασμενη καρεκλα ειναι κατι που δεν ακους συχνα. Προσπαθησα να απαντω αφθορμητα σχετικα με τι μου εβγαινε πιο φυσικο και τι μου ακουγοταν πιο ωραια.",5d867b0c1b729e001795c98e,Safari,Mac,1024,768,4.7754,25
16,age,quality,Male,carrot,food,rotten,broken,0.29,19,Ελληνικα,1,Yes,19,0,"Ηταν περιεργοι ολοι οι συνδιασμοι, πχ μια χαλασμενη καρεκλα ειναι κατι που δεν ακους συχνα. Προσπαθησα να απαντω αφθορμητα σχετικα με τι μου εβγαινε πιο φυσικο και τι μου ακουγοταν πιο ωραια.",5d867b0c1b729e001795c98e,Safari,Mac,1024,768,4.7754,25
17,color,age,Male,couch,furniture,purple,new,0.06,20,Ελληνικα,1,Yes,19,0,"Ηταν περιεργοι ολοι οι συνδιασμοι, πχ μια χαλασμενη καρεκλα ειναι κατι που δεν ακους συχνα. Προσπαθησα να απαντω αφθορμητα σχετικα με τι μου εβγαινε πιο φυσικο και τι μου ακουγοταν πιο ωραια.",5d867b0c1b729e001795c98e,Safari,Mac,1024,768,4.7754,25
18,age,size,Male,banana,food,rotten,big,0.48,21,Ελληνικα,1,Yes,19,0,"Ηταν περιεργοι ολοι οι συνδιασμοι, πχ μια χαλασμενη καρεκλα ειναι κατι που δεν ακους συχνα. Προσπαθησα να απαντω αφθορμητα σχετικα με τι μου εβγαινε πιο φυσικο και τι μου ακουγοταν πιο ωραια.",5d867b0c1b729e001795c98e,Safari,Mac,1024,768,4.7754,25
19,quality,color,Male,couch,furniture,good,blue,0.78,22,Ελληνικα,1,Yes,19,0,"Ηταν περιεργοι ολοι οι συνδιασμοι, πχ μια χαλασμενη καρεκλα ειναι κατι που δεν ακους συχνα. Προσπαθησα να απαντω αφθορμητα σχετικα με τι μου εβγαινε πιο φυσικο και τι μου ακουγοταν πιο ωραια.",5d867b0c1b729e001795c98e,Safari,Mac,1024,768,4.7754,25
20,size,age,Male,fan,furniture,small,fresh,0.74,23,Ελληνικα,1,Yes,19,0,"Ηταν περιεργοι ολοι οι συνδιασμοι, πχ μια χαλασμενη καρεκλα ειναι κατι που δεν ακους συχνα. Προσπαθησα να απαντω αφθορμητα σχετικα με τι μου εβγαινε πιο φυσικο και τι μου ακουγοταν πιο ωραια.",5d867b0c1b729e001795c98e,Safari,Mac,1024,768,4.7754,25
21,material,size,Male,cheese,food,plastic,short,0.38,24,Ελληνικα,1,Yes,19,0,"Ηταν περιεργοι ολοι οι συνδιασμοι, πχ μια χαλασμενη καρεκλα ειναι κατι που δεν ακους συχνα. Προσπαθησα να απαντω αφθορμητα σχετικα με τι μου εβγαινε πιο φυσικο και τι μου ακουγοταν πιο ωραια.",5d867b0c1b729e001795c98e,Safari,Mac,1024,768,4.7754,25
22,age,shape,Male,banana,food,new,square,0.67,25,Ελληνικα,1,Yes,19,0,"Ηταν περιεργοι ολοι οι συνδιασμοι, πχ μια χαλασμενη καρεκλα ειναι κατι που δεν ακους συχνα. Προσπαθησα να απαντω αφθορμητα σχετικα με τι μου εβγαινε πιο φυσικο και τι μου ακουγοταν πιο ωραια.",5d867b0c1b729e001795c98e,Safari,Mac,1024,768,4.7754,25
23,texture,quality,Male,chair,furniture,soft,broken,0.28,26,Ελληνικα,1,Yes,19,0,"Ηταν περιεργοι ολοι οι συνδιασμοι, πχ μια χαλασμενη καρεκλα ειναι κατι που δεν ακους συχνα. Προσπαθησα να απαντω αφθορμητα σχετικα με τι μου εβγαινε πιο φυσικο και τι μου ακουγοταν πιο ωραια.",5d867b0c1b729e001795c98e,Safari,Mac,1024,768,4.7754,25
24,quality,size,Male,banana,food,broken,small,0.7,27,Ελληνικα,1,Yes,19,0,"Ηταν περιεργοι ολοι οι συνδιασμοι, πχ μια χαλασμενη καρεκλα ειναι κατι που δεν ακους συχνα. Προσπαθησα να απαντω αφθορμητα σχετικα με τι μου εβγαινε πιο φυσικο και τι μου ακουγοταν πιο ωραια.",5d867b0c1b729e001795c98e,Safari,Mac,1024,768,4.7754,25
25,shape,age,Male,fan,furniture,round,fresh,0.39,28,Ελληνικα,1,Yes,19,0,"Ηταν περιεργοι ολοι οι συνδιασμοι, πχ μια χαλασμενη καρεκλα ειναι κατι που δεν ακους συχνα. Προσπαθησα να απαντω αφθορμητα σχετικα με τι μου εβγαινε πιο φυσικο και τι μου ακουγοταν πιο ωραια.",5d867b0c1b729e001795c98e,Safari,Mac,1024,768,4.7754,25
0,quality,color,Female,banana,food,good,brown,1.0,3,Ελληνική,1,Confused,41,2,Στη μέση του ερωτηματολογίου θεώρησα ότι ο κέρσορας μπορούσε να μείνει και στη μέση αφού καμία από τις δύο περιγραφές μου φαινόταν φυσιολογική.,59c138efcb3cd4000101ce0c,Chrome,Windows,768,1366,6.3797,26
